id,post_text
269,السلام علیکم پیارے بھائی اپ سے ایک مشورہ کرنا ہے پلیز غلط کمنٹ نہ کرنا میں نے تقریبا 13 سال مشت زنی کی ہے 12 13 سال کی عمر میں شروع کی تھی میری ایج اب 26 سال ہے اور میں  چار پانچ ماہ سے مشت زنی چھوڑنے کی کوشش کر رہا ہوں کبھی دس دن کبھی 12 دن کی کر پاتا ہوں اور میں بہت کمزور ہوں میرے جسم بہت دبلا پتلا ہے اور میں پریشان ہوں میں نے اپنے ایک قریبی ڈاکٹر سے اس کے بارے میں مشورہ کیا تھا تو اس نے اس میں بولا کہ اپ نے یہ بہت اچھا کام شروع کیا ہے پر اس نے ایک اور بات بھی بولی ہے اس نے یہ بات بولی ہے کہ اپ پہلے دن میں یا ہفتے میں چار بار یا پانچ بار کرتے تھے تو اب ہفتے میں ایک بار ضرور کیا کریں کیونکہ اگ مکمل طور پہ پرہیز کریں گے تو اپ ریکور نہیں ہو پائیں گے بلکہ اپ کو نقصان ہوگا کیا یہ سچ ہے See less
270,"اسلام و علیکم آل ممبر
میں نے یہ گروپ آج 
31مئی 2026
ٹائم صبح
7:19 پر جوائین کیا ہے مجھے مشت زنی  کی عادت ہو گئی ہے خدا کی قسم اپنے آپ کو کھائ جا رہا ہوں 8 سے 9 سالوں سے قسم سے کوئی حل بتاؤ جو چھوٹ جائیے ۔میری عمر 21 سال ہے اور وزن 54 کلو 
منہ پر خون ہی نہیں چڑھ رہا ایڈمن سے گزارش ہے کہ کوئ حل بتائیں پلیز حد سے زیادہ پریشان ہوں 
خدا کےلیے 
 See less"
271,اگر past relation بھی نہ رہا ہو، اور idea بھی نہ ہو کہ محبت کیسی ہوتی ہے، تو کیا شادی کے بعد شوہر کے ساتھ محبت ہو جاتی ہے؟ جیسے ڈراموں میں ہوتا ہے کہ 1 منٹ بھی نہیں رہا جاتا، ایسی محبت؟
272,Aslmwalkum everyone mujha 4 months main 4 5 bar athlam huwe tha or morning eration be 5 6 bar huwe tha ab eration nhin hota main 30 min walking karta ho suba or sham phir nhin ho rha ha wajha kya ha plz guide kro
273,assalamualaikum admin bhai apse mashwra chahiye mene yaha puri bat likhny ki koshish ki  nai hua adhi b ni mehrbani kry me bahut ziyada preshan hu
274,assalamu alaikum Mera aap sab bhaiyon se ek sawal hai k mobile mein social media aur dusri apps ko band karne ka tarika Bata de bht bht shukaria vaise alhamdulillah mere challenge ko aj 50 din pury ho gy ha
275,"And now i am at this level STAY HARD The fuc*ing man . As a man there is no way to go .
You must face it . STAY HARD"
276,"Let's welcome our new members:
( اہم گروپ رولز ) جن پر عمل کرنا انتہائی ضروری ہے۔
1) کوئی بھی ممبر کسی بھی پوسٹس یا کمنٹ پر ھنسی 
 اور اینگری 
 والی ایموجی نہیں لگائے گا۔ 
2) کوئی بھی ممبر کسی کو بھی ان باکس نہیں بلائے گا  
3)گروپ میں کسی بھی قسم کی میڈیسن دوائیاں ،نسخے تجویز کرنا سختی سے منع ہے ۔ 
رولز کی خلاف ورزی کرنے کی صورت میں اسی وقت گروپ سے ہٹا دیا جائے گا ۔  ان شاءاللّٰہ 
Ali Ahmad
,
Shaikh Writes
,
Sikandar Khan
,
M Ramzan
,
Nazir Khan Khan
,
Anam Anam,
Abdullatif Abdullatif
,
جام ارباب دھاندو
,
Kinza Khan
,
Qadeer Ahmed
,
Shahzaib Zaibi
,
Khalil Ahmad
,
صحابہ صحابہ
,
DrTouqeer Offic
,
Rana Asif
,
Hassan Ali
,
Ayat Malik
,
Pandu Baba Rajpoot
,
Sameer Abbas
,
Farah Janii
,
Sapna Gul
,
,
Abdullah Afzal
,
Sunny G
,
Shadi Mubarak
,
Haji Khan
,
Imran Butt
,
Trend Daily
,
Alee Saqib Jafri
,
Bhi Bhan,
Khan Ahmad
,
Mudassar Nadeem Aashir,
Ilm-o-Imaan
,
Abu Bakar Qureshi
,
Prince P
,
Lov Ly
,
Hasnain Sahoo
,
Malik Asim
,
Anas Malik
,
Farman Ali
,
MaLik ZaDa
,
Irfan Baloch
,
Laiba Khan
,
Clip Viral
,
عبدالباسط منور السروري
,
Ahmed Ali
,
Makhdoom Anjum
,
Saber Khan
,
Khizar Mukhtiar
 ,
Akhtar Rehan
,
الـــولــــد المــُحب
,
Kamran Khan
,
Ahmad Hassan
,
Habib Khan
,
Nadir Reacts
,
Mohammed Mandhrani
,
Rao Awais
,
Ali Usama
,
Abdul Latif Awan
,
Syeda Afshan Rizvi
,
Ali Hassan
,
رضا حنفی
,
Aftab Saleem
,
Fareed Alam
,
Mustafa Ali
,
Zaroon Khan,
Sajid Jutt
,
Anabiya Rajpoot
,
Naveed Ismail
,
Hafeez Rahman
,
Rizwan Khan
,
Naeem Khan
,
Shadab Khan
,
Danish Ali
,
Mirza Saeed Mirza Saeed
,
Amanullah Omerzai
,
Hafiz Bilal
,
Anaya Rao
,
Bunnty Man
,
Saif Ullah Khan
,
Gullo Badshah
,
Yamna Naz,
فارس مئیو
,
Nimra Fatima
,
Ghazanfar Ghazanfar
,
Mehmood Ahmad
,
Sikandar Kazmi
,
Usman Bhutta
,
Asas Raza
,
M Sajjad
,
Imtiyaz Hussain
,
Jd Langove
,
Adnan Hassan Tarar
,
Adii Shah
,
Rahman Ali
,
Henry Oliver William
,
ZeeShan Bukhari
,
Shaharyaar Gujjar
,
Kamran Chandio
,
Trynafind Abdullah
 See less"
277,"السلام وعلیکم ورحمتہ اللہ وبرکاتہ 
تمام ممبر سب بھائی کیسے ہیں ایڈمن حضرات سب ٹھیک ہیں خیریت سے ہیں امید کرتا ہوں سب خیر وعافیت سے ہونگے 
میری عمر تقریباً 23سال ہے اور میں نے یہ کام کوئی 10سے 12سال کیا ہے پہلے میرے پاس موبائل نہیں تھا لیکن پچھلے تین سال سے میں موبائل فون استعمال کر رہا ہوں فحش ویڈیوز پورن ویڈیوز وغیرہ بھی دیکھتا ہوں پچھلے کئی دنوں سے مسلسل میرا چیلنج تین چار دن بعد ٹوٹ رہا ہے کبھی ایک ہفتہ بعد بھی ٹوٹتا ہے لیکن جب ریلیپس ہوتا ہے تو کمفرٹ زون میں پھنس جاتا ہوں دن کبھی دوبار کبھی تین بار بھی ماسٹر بیٹ ہوجاتی ہے میں اس لت کی وجہ سے بڑا ہی پریشان ہوں اس نے میرا بڑا نقصان کیا ہے میرا نفس بھی سکڑ چکا ہے مجھے اریکشن کا بھی تھوڑا بہت مسئلہ ہے ٹائمنگ بھی ایک منٹ سے کم ہے سایز بھی چھوٹا ہے اس کے علاوہ قطروں کا مسلہ بھی ہے یہ تھا جنسی مسائل اور جسمانی مسائل بھی ہیں جسم میں کمزوری محسوس ہوتی ہے بہت زیادہ ہاتھ کی کلائیاں اور بازوں اور ٹانگیں پتلی پتلی ہوچکی ہیں چہرہ بھی اندر کی طرف دھنستا جا رہا ہے لیکن یہ سارے مسائل اور ان وجہ معلوم ہونے کے باوجود بھی اس لت کو نہیں چھوڑ پارہا ہوں موبائل فون بھی بہت زیادہ استعمال کرتا ہوں پلیز ایڈمن حضرات میری رہنمائی فرمائیں اس حوالے سے مکمل طور پر گائیڈ کریں مُجھے اور ہاں تین چار ماہ تک شادی بھی ہونے والی ہے میری کوئی ایسی خوراک بتائیں کہ میرے یہ سارے مسائل بھی ٹھیک ہو جائیں اور اس لت سے بھی آزادی ملے اور شادی تک بالکل فٹ ہو جاؤں جزاک اللہ خیرا See less"
278,Meri shadi last month hui koe 8 Saal sy mastzani kr raha tha ab feel ho raha kitna galat Kiya khud k st mein ny shadi sy phly koe 3 n.month chori thi sb saakti nhi ati or bhTt preshan hu mein please koe achi advise kr Sakta h
279,"AoA omed hay sb kheryt sy hongy .
Mera swal ye hai k Mera nikah hochuka hai or apni wife k Saath milny ka moqa milta hai abhi rukhsati nai hui or hmbstri agar karooo toh Islam my ya na jaiz ya gunah toh nai Hoga mujhy ye weham rehta hai k agar karunga toh gunah Hoga wghera wghera or sehat par kor bura asar toh nai parega ,"
280,"السلام علیکم دوستوں 
میری عمر 21 سال ہے غیر شادی شدہ ہو ۔
مجھے رات کو گندے خواب آتے ہیں جس سے منی نکل جاتی ہے ۔
اس کا علاج بتائیں ۔۔۔"
281,میں نے آپ لوگوں سے اپنا مسلہ شیئر کیا تھا لیکن مجھے کسی دوست نے مطمئن جواب نہیں دیا ڈپریشن اور انزائٹی بدن میں توانائی کی کمی گبھراہٹ اور مایوسی اور اس لت میں بار بار جانا میں یہ ادویات بھی استعمال کرتا ہوں prothiaden 25gm aur morcet 10 mg ایک ماہ ہوگیا لیکن کوئی زیادہ فائیدہ نہیں ہوا
282,"#لمبی_ٹائمنگ_کا_فائدہ_یا_نقصان؟
  کچھ لوگ اس بات پر فکر مند ہوتے ہیں کے ٹائمنگ 5 منٹ سے زیادہ نہیں ہیں کوئی طریقہ یا دوائی بتائیں کیونکہ جنسی ملاپ کے دوران انزال میں تاخیر خوشی میں اضافے کے لیے اچھا ہے،
لیکن طبی حقیقت کچھ اور کہتی ہے۔
   دیرپا انزال کے ممکنہ خطرات:
  خصیوں اور کمر کے نچلے حصے میں درد یا کھچاؤ
  پٹھوں میں تناؤ اور تکلیف
  کبھی کبھی اعصابی تناؤ اور سر درد
  جنسی احساسات کے قدرتی توازن میں خلل
   اہم بات:
  انزال کو قدرتی طور پر نرم اور صحت مند طریقے سے کنٹرول کرنا کوئی بڑا مسئلہ نہیں ہے لیکن مسلسل ""زبردستی یا کسی بھی دوا کی مدد سے انزال میں تاخیر"" جسم کے قدرتی نظام میں خلل پیدا ہو سکتا ہے۔
   نتیجہ:
  جسم کو اپنے فطری عمل کو انجام دینا چاہیے، زیادتی اور تناؤ مسائل پیدا کر سکتے ہے۔ See less"
283,کیا چیلنج مُکمل کرنے کے بعد بندے کے دل سے مشت زنی کا ہواهش حتم ہو سکتا ہے وہ لوگ بتائے جن نے پورا کیا ہے چیلنج
284,"اللہ تعالیٰ آپ کو وہ سب عطا کرے جس میں آپ کے لیے خیر ہو
اور ان سب سے بچائے جو آپ کے لیے شر ہو آمین یا رب"
285,"اسلام علیکم
کیسے ہیں سب بھائی
میں نے مشتزنی اور زنا چھ سال کیا ہے 
اب پکی توبہ کی ہوئی ہے الحمدللہ
یہ میرا دوسرا چیلنج ہے پہلے والا پینتالیس دنوں کا تھا
کل مجھے بہت شہوت تنگ کی زنا کرنے کا بہت خیال آیا یہ سوچ آئی کہ آج کر لیتا زنا اور پھر توبہ کر لوں گا
لیکن میں نے خود سے ایک بات کی کہ میں نے کس حالت میں مسجد میں بیٹھ کر توبہ کی تھی تو اب میں توبہ توڑ نہیں سکتا
پتا نہیں مجھے بتانا چاہیے یا نہیں! 
میں نے آخری دفعہ جب گناہ کیا تو اس کے بعد نماز پڑھنے گیا اور توبہ کی تو میں سجدے میں تھا تو مجھے عجیب محسوس ہوا کہ میں مرنے والا ہوں اگر اس حالت میں میں مر جاتا تو کیا ہوتا۔ 
یقیناً یہ اللہ پاک کی طرف سے مجھے سدھرنے کا ایک موقع دیا گیا ہے۔۔ 
اب مجھے آپ لوگوں سے مشورہ یہ چاہیے کہ میں کافی کمزور ہو چکا ہو
مجھے اچھی سی ڈاءیٹ بتاءیں جو ٹھنڈی ہو کیونکہ گرم چیزیں میرا معدہ گرمی میں برداشت نہیں کرتا جزاک اللہ See less"
286,"السلام علیکم ورحمت اللہ 
امید ہےگروپ کے تمام ساتھی خیریت سے ہوں گے 
آج میرا چیلنج کا پہلا دن ہے ، تین چیزوں سے بچنے کا چیلنج شروع کیا ہے اول نیٹ پر نیم عریاں وغیرہ ویڈیوز و تصاویر ، دوم فحش خیالات سے، سوم م ش ت سے ۔
سب سے کامیابی کے لیے راہنمائی اور دعا کی گزارش ہے ۔شکریہ"
287,"شریعت اسلامی میں مشت زنی کرنا حرام ہے۔ اسے نہیں کرسکتے ہیں اس پر قران مجید کی آیات اور احادیث دلالت کرتی ہیں۔ ایک بار مولائے کائنات علی ابن ابی طالب (علیہ السلام) کی خدمت میں ایک ایسے آدمی کو لایا گیا جس نے مشت زنی کی یہاں تک کہ اس پر غسل واجب ہو گیا تو مولا کائنات نے اسکے ہاتھ پر اتنا مارا کہ وہ لال سرخ ہو گیا اور پھر مولا نے بیت المال سے اسکی شادی فرمادی جیساکہ روایت کا متن یہ ہے :
عَنْ زُرَارَةَ، عَنْ أَبِي جَعْفَرٍ 8 عليه السَّلام أنَّهُ قَالَ: ""أُتِيَ عَلِيٌّ عليه السَّلام بِرَجُلٍ عَبِثَ بِذَكَرِهِ حَتَّى أَنْزَلَ، فَضَرَبَ يَدَهُ حَتَّى احْمَرَّتْ، وَ زَوَّجَهُ مِنْ بَيْتِ الْمَالِ""
حوالہ: عوالي اللئالي العزيزية في الأحاديث الدينية: 2/357، لإبن أبي جمهور، محمد بن زين الدين، الطبعة الأولى، سنة: 1405 هجرية، قم ــ إيران.
خود لذتی سے  چھٹکارا کیسے پائیں؟
 استمناسے بچنے کا طریقہ یہ ہے کہ انسان پرہیزگاری اختیار کرے اور ایسی چیزوں سے دوری اختیار کرے جو اس کی شہوت کو ابھارنے کا موجب بنیں اور ایسی جگہوں پر جانے سے اجتناب کرے جہاں جانے سے اس کی شہوت میں اضافہ ہو اور جب شیطان استمنا کرنے کی طرف اکسائے تو زیادہ سے زیادہ ذکر خدا شروع کر دیں۔ سب سے بہترین حل جلدی شادی کرنا ہے۔
 روایت کہتی ہے: الذُّنُوبُ كُلُّهَا عَظِيمٌ عِنْدَ اللَّهِ لِأَنَّهَا مَعَاصِيَ، و أَنَّ اللَّهَ لَا يُحِبُّ مِنَ الْعِبَادِ الْعِصْيَانَ، و قَدْ نَهَانَا اللَّهُ عَنْ ذَلِكَ لِأَنَّهَا مِنْ عَمَلِ الشيطان،
گناہ تمام کے تمام اللہ تعالیٰ کے نزدیک بڑے ہیں کیونکہ یہ گناہ ہیں اور اللہ تعالیٰ بندوں سے نافرمانی کو پسند نہیں فرماتا۔ اور اللہ تعالیٰ اس سے منع فرمایا کیونکہ یہ شیطانی عمل ہے 
لہٰذا گناہ سے اجتناب کریں  اور حلال طریقہ اپنائیں۔
توبہ کا طریقہ:
توبہ دو لفظ میں ندم اور عزم کا نام ہے یعنی گزشتہ گناہوں پر نادم ہو نا اور آئندہ گناہ نہ کرنے کا پختہ عزم کرنا اور استغفار کرو یقینا خدا تعالیٰ معاف فرمانے والا ہے۔ See less"
288,"Salam mere sath koi challenge shru kro gay aur dost ban ke dono motivate hongay
Maine kafi baar Koshish kia hai nahi ho paya .
koi hai Jo aj se shru kare"
